Group nationality,Group gender,Group age,Group special needs,Group Details," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation",Theme 1: Shrinking Protection SpaceRefugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection SpaceRefugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityIssue"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityRefugee Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityTeam Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityIssue "," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityRefugee Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityTeam Recommendation"," Theme 1: Shrinking Protection Space
Fraud:Issue"," Theme 1: Shrinking Protection Space
Fraud:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Fraud:Team recommendation"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Issue"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Refugee Recommendation"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Team Recommendation","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Issue","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Refugee Recommendation","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Team Recommendation","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Issue","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Refugee Recommendation","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Team Recommendation","Theme 2:  Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Issue","Theme 2: Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Refugee Recommendation","Theme 2: Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Team Recommendation","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Issue","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Refugee Recommendation","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Team Recommendation","Theme 3: Impact of the Government’s new health policy
Impact of the Government’s new health policy:Issue","Theme 3: Protection – Assistance and Services
Impact of the Government’s new health policy:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Impact of the Government’s new health policy:Team Recommendation","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Issue","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Team Recommendation","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Issue","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Team Recommendation","Theme 3: Protection – Assistance and Services
Cash based interventions:Issue","Theme 3: Protection – Assistance and Services
Cash based interventions:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Cash based interventions:Team Recommendation"
Somali,Female,Adults,None,FHH,". Insecurity, lack of male protection makes FHH feel vulnerable",,". Raise awareness on UNHCR services (majority of PA participants do not speak Arabic, information must be addressed in a language known to them)",. Verbal and physical harassment  against adults and children,,,. Competing demands (securing a livelihood and child care),.  Income generating/and recreational activities for women in child friendly spaces (i.e. knitting),". Prioritization of vulnerable cases for resettlement (health issues, big families, FHH) for resettlement. ",". Exploitation by employers (working below minimum wages, sometimes not getting paid at all)",,,. Psychological distress and social isolation of children ,,,,,,. Tension with host community  (neighbours and among children in school),,". School campaigns against racism and discrimination; activities between Jordanian and Somali children in neighborhoods/at CSCs: football matches- free English lessons etc.
",,,,,,,,,,". Lack of trust in UNHCR staff; lack of protection from police; complaints handling mechanisms found to be ineffective (no or slow follow-up); church supports with free medication; NGOs refuse to assist Somalis
",,. Work closer with CBOs and community leaders. Empower local entities to be able to respond to urgent needs; Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,". .) Clothes and shoes for children
.) Gas cylinders and refills in winter
.) Freedom of movement and protection of children 
.) Opportunities to live a dignified life
.) Cash assistance
.) Safe shelter for their families.
.) Effective complaints handling mechanisms
.) Resettlement 
",,". Reassessment of the cost of living – possibility to increase cash assistance
Individual assessment of each HH. Referrals if needed especially to health care providers including psychological support. 
Counselling on legal aspect and how they can claim their rights when it comes to conflict with Jordanians.
Clear information in a language they understand on the status of their cases.
",. No access to education for children with disabilities; restricted movement for PwD and carers of PwD; lack of awareness on UNHCR services for PwD and SGBV survivors ,. Information on access to services; special needs education for children with disability,". Dissemination of information on services available to people with disabilities- children in particular.
Development of educational sessions/ trainings and activities for children with disabilities that  will allow children to learn how to take care of themselves and give mothers to possibility of having some free time for them. 
",. Inability to pay for subsidised health care plus transportation fees to clinic/hospitals; Lack of care for chronic illnesses; Inability to afford medication for chronic diseases;,,,. Positive view on Home Visits but wish for more efficient follow-up,,,,,,. Cash assistance received is not enough to cover basic needs and rights; Somali refugees who have been in Jordan for many years have received same amount of cash assistance since arriving despite increase in the market,,
Somali,Male,Youth,None ,None,. Poor living conditions (overcrowding),,,. Fear of getting caught by police for working illegally and for not being able to pay for bail out if they do; cannot follow vocational trainings because they try to find a job and if they find a job they will have to stop the trainings. ,,". Awareness sessions on the risks they face if they work illegal and what rights they can claim.
Follow up on all Somali cases with priority to urgent cases and cases arriving before .
",. Discrimination against children in school,,,". Psychological distress, depression among some (very worried about their families they left behind, they are stressed about the situation in Somalia)",,. Youth centers to be created for all nationalities interested in community activities and projects; Sessions with the Somali community to understand their rights and how to seek protection,,,,,,,. No contact with host community; tendency to ignore harassment and discrimination to avoid conflict; Jordanians given priority (cannot use the football court in neighbourhoods if Jordanians want to play at the same time),,. Free Arabic classes targeting young Somalis in a location close to the neighborhood they live so to avoid paying transportation fees,,,,,,,,,,. Ineffective complaint handling mechanisms. No or slow follow-up.,,. Need someone who speaks and understands their language. Suggestion to have one window with someone who can conveys their messages ,,,,". .) Employment 
.) Marriage but cannot afford covering the expenses and having a new family.
.) Travel",". Work permits in Jordan; resettlement; protection 
",. Resettlement cases to be examined and results to be clearly communicated to the beneficiaries; For those rejected cases alternative solutions to be provided –work permits in Jordan; Youth centers to be created for all nationalities interested in community activities and projects; Sessions with the Somali community to understand their rights and how to seek protection; Need someone who speaks and understands their language. Suggestion to have one window with someone who can conveys their message,". Limited or no access.
Disable Somalis usually stay home, friends support them. Some of them they don’t receive any assistance.
Biggest challenge is transportation for people with disabilities.
",,". Community centers accessible to people with disabilities community based activities for people with disabilities including participation of all nationalities
Referrals to NGOs with supportive projects (HI, Mercy corps)
UCA to cover transportation and health care cost
",". Cannot afford paying transportation in addition to % they need to access hospitals. 
Sometimes friends collect the money.
Somalis with chronical diseases cannot take their treatment; case of a young man with diabetes, has no access to medication. 
Health services used to be better before, people had access to hospital and treatment/medications. Caritas doesn’t receive Somalis any more.
They don’t have access to dental care.
",,". Information on which NGOs provide health care and where they are.
Cases that need medical treatment to receive UCA if necessary.
",,,,". Unaccompanied minors have no parents – in some cases the parents have died in Somalia- or close family members, they live with members of the same tribe. They don’t go to school some of them they work, girls are working as cleaning ladies wherever they can find a job. Exploitation by the employers is common. Sometimes they don’t even pay the salary they agreed.",,". FGD with Unaccompanied minors to take place in a safe location for them
Identification of the cases – referral and follow up
Catch up classes and schooling 
Financial support to cover their needs so that they don’t need to work
",". Some Somalis receive no financial assistance.
For those who receive FA it is not enough because it is shared with other people living in the same house.
",,. Advocacy for livelihoods and job opportunities for Somalis. 
Somali,Male and female,Adults and youth ,PwD,None,. Restricted freedom of movement for PwD and their carers leading to restricted access to services and social isolation ,". Specialized medical and non-medical support is needed. 
Resettlement to a country with better provisions for people with disabilities.
",. Community gatherings for people with disabilities to socialize/ handcraft activities and projects to be initiated; Information on where services are available to become easily accessible for Somali people with disabilities and their care givers; Screening of urgent Somali cases for resettlement; Cases of physical violence and abuse to be referred (refugees to receive information on where to address these cases: UNHCR and authorities),. Psychological distress for both PwD and their carers ,,,. Overcrowding and fear of eviction as a result thereof ,,,,,,,,,,,,". Children with disabilities experience physical and verbal abuse and violence.
Jordanian children are making fun of them.
They are completely isolated from the society.  
The society will not accept them they are marginalized. Some cases have been particularly stigmatized. In case of problems with neighbors the police cannot easily intervene. 
Sometimes UNHCR staff in reception is irresponsive and do not give them the opportunity to express themselves.
",,". Campaigns in the school and in the neighborhood.
Development of join community based projects so for Somalis and Jordanians to come together.
Capacity building to police authorities in order to be able to address vulnerable cases of tension between refugees and Jordanians 
",,,,,,,,,,". Support from the Somali community; collection of money for medical cases
NGOs are telling them they have no money for Somalis
",,. Advocacy with agencies to initiate activities for other nationalities than Syrians ,,,,". .) Access to health care
.) Access to education for children with specific needs- Somali families cannot afford it.
.) Youth want to study and progress.",". Medical care and treatment
Access to rehabilitation services
Access to education for children with specific needs
People with disabilities to be visited by UNHCR and provided FA
Vocational trainings in an easily accessible location
",". Prioritization of urgent health/ protection related cases for resettlement
UCA for health cases
School for children with disabilities if not public – cost to be covered by UNHCR
Alternatives to school: unofficial education, vocational trainings for adults, recreational activities for children with mental disabilities 
",". Limited or no access.
No regular educational opportunities for children with disabilities.
Lack of information on which services are available.
Children and disable people are usually staying home, they don’t go out.
",. Education for children with special needs ,". Community centers accessible to people with disabilities community based activities for people with disabilities including participation of all nationalities
Referrals to NGOs with services such as rehabilitation (HI)
",". In most cases they cannot afford paying for tests and treatment. JHAS does not cover all the expenses.
NHF denied to provide assistance to children with disabilities, they claimed that they only provide assistance to Syrians and Iraqis.
",". Medicines; free health care for those who need medication for life; cases of surgery to be covered by UNHCR or to be resettled 
",. Referrals; Advocacy for free health care for extremely vulnerable cases; Prioritisation of those cases who need resettlement ,. Home visits have been improved but UNHCR needs to follow up. Some vulnerable cases they have not been visited yet.,. home visits to be increased,. Home visits and FGD to take place more often by staff trained in extremely vulnerable cases of people with disabilities Referral of specific cases to psychosocial support ,,,,. Some cases do not receive financial assistance and they need medication that cannot afford ,. FA to cover medication expenses and other needs,". Re-assessment on a case by case basis
UCA for vulnerable cases to cover urgent medical expenses and RCA  
"
Somali,Male and female,Adolescents,None,None,. Physical and verbal harassment leading to social isolation; learned coping strategy is to ignore and hold it inside ,. Teachers to prevent and address harassment against Somalis through dialogue with students,". Raise awareness on services provided by implementing partner Legal Aid; senstise police and education authorities to protection issues faced by Somalis; empower adolescents to address incidents of harassment/discrimination with parents, educational authorities and the police",. Tensions with host community ,,,,,,,,,,,,,,,,,,,,,,,,,,,. Lack of awareness of complaints handling mechanisms; fear of placing complaints to police,,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. Access to education to secure a better future for themselves and their families,,. Expedite RSD/RST cases for Somalis,. No special care for persons with disability; no education for children with disabilities ,,,,,,,,,. Unaccompanied minors are taken in by other families; they do not go to school,,,. Cash assistance is insufficent to cover basic needs; sometimes adolescents go without lunch as coping strategy; NGOs deny support to Somalis thinking UNHCR assists them ,,
Somali,Male,Adult,None,Cash beneficiaries,. Overcrowding in shared accomodation (single males living together);,,. Improve outreach to Somalis through CSC activities and ongoing dialogue/FGDs,. Inability to cover rent and basic needs,,. Increase cash assistance ,,,,,,,,,,,,,. Peaceful coexistence with host community; adult males not aware of harassment faced by children in school (if any it is attributed to 'children being children' not discrimination),,". Raise awareness among adult males on challenges facing by Somali minors and adolescents; sensitive police, education authorities, parents and minors/adolescents on human rights standards (empower Somali community to claim their right to protection) ",,,,,,,,,,. Positive view on helpline and petitions system in principle but slow or no follow-up a problem; adult males strike outside UNHCR to have their cases heard; preferance for speaking with female staff whom they feel are more sympathetic,,. Strengthen complaints handling mechanisms/build capacity of staff handling helpline and petitions ,,,,. .) Employment opportunities; .) Education for themselves and their children (especially Higher Education opportunities) .) Resettlement They feel very secure in Amman but unfortunately are not allowed to work and might be caught by MOL inspections,,,,,,. Poor quality and access to services; services by CARITAS were of much higher quality than those provided by JHAS; cannot afford subsidised health care ,,. Strengthen services provided by JHAS; expand provision of health care services beyond JHAS,". Positive view on Home Visits, recognised to be important method for carrying out needs assessments",,,,,,. Cash assistance insufficient to cover rent and basic needs ,,. Increase cash assistance and NFIs
Somali,Female,Youth,None,None,". Overcrowding in shared accomodation (frequent change of housing due to inability to pay for rent); families often split, do not live together but in different locations as survival strategy",,,. Restricted freedom of movement due to financial constraints and duties at home,,,,,,,,,,,,,,,. Regular verbal harassment; female youths do not feel safe walking to school; youths without parents feel great insecurity,,,,,,,,,,,,. Complaints handling mechanisms found to be ineffective (slow or no follow-up); fear of reporting harassment/crime to the police; UNHCR security guards expel youth who wait outside UNHCR office in desperate need for assistance ,,,,,,. .) psycho-social suppor to deal with reasons for fleeing Somalia and struggles of a difficult life in Jordan,,,,,,. Poor quality and access to heathl care. Services provided by CARITAS were of a much higher standard than those provided by JHAS. Youths cannot afford subsidised health care and transportation fees to reach medical services.,,,". Very positive view on Home Visits. Home Visits provide an opportunity for youth to have their struggles seen, heard and recognised. ",. Request for ongoing Home Visits. ,". Carry out Home Visits as main means for home assessements, this builds trust with refugees.",,,,. Cash assistance insufficient to cover rent and basic needs,,. Increase cash assistance and NFIs.
Somali,Male and female,Minors,None,None,. Verbal and physical harassment by children in school,,. Sensitise teachers and police to child protection/human rights principles and specific protection issues facing Somalis,,,,,,,,,,,,,,,,. No friendships with Jordanian children ,,. Recreational activities organised by CSC for Somali and Jordanian children ,,,,,,,,,,. Lack of awareness on child protection complaints handling mechanisms; taught coping strategy is to ignore and endure harassment ,,. Raise awareness on child protection complaints handling mechanisms,,,,. i.) cash assistance for families; ii.) being free from harassment in school; iii.) clothes and shoes ,,,,,,. Families cannot afford healh care and transportation to health care ,,,,,,,,,,,
Somali,Female,Adults,None,None,". Inability to cover rent and basic needs, some work as cleaners ",. Increase cash assistance,". Assessment of cases for possible cash assistance, possible urgent cash assistance, or engaging applicants in income generating-activities ",. Adult females who lack male support feel vulnerable and at greater risk of harassment and exploitation ,,,,,,,,,,,,,,,". Harassment and discriminatio prevalent against children in schools, lack of friends ",,.  Sensitise teachers and police to child protection/human rights principles and specific protection issues facing Somalis; empower Somali community to seek remedy for harassment/discrimination,,,,,,,,,,". Complaints handling mechanisms found to be ineffective, no or slow follow-up.",,. Strenthen complaints handling mechanisms; capacity building of staff who deal with helpline/petition mechanism,,,,. .) Employment opportunities; .) cash assistance; .) re-unification with family members in Somalia; .) Higher education for their children; . Resettlement ,,,. No access to education for children with special needs ( cases of children with disability not accessing special care or education) ,,,. Cannot afford subsidised health care or transportation fees to access medical services; quality of health care provided by CARITAS in the past was much higher than that provided by JHAS now. ,,,. Positive View on Home Visits. ,. Request for ongoing Home Visits/FGDs,". Conduct Home Visits as means of needs assessment, this builds trust with refugees; capacity building for staff who conduct Home Visits (in terms of code of conduct, length of visits etc)",,,,". Some do not receive cash assistance, those that do say it is insufficient to cover rent and basic needs. Coping strategies include receiving shelter and food from other members of the Somali community ",,
Somali,Male,Older Persons,None,None,. Inability to cover rent and basic needs,. Increase cash assistance,. Cash assistance for vulnerable cases ,,,,,,,,,,,,,,,,. Limited contact with host community;  harassment and discrimination against children ,,. Sensitise teachers and police to child protection/human rights principles and specific protection issues facing Somalis; empower Somali community to seek remedy for harassment/discrimination,,,,,,,,,,. Complaints handling mechanisms found to be ineffective,,. Strenthen complaints handling mechanisms; capacity building of staff who deal with helpline/petition mechanism,,,,. .) cash assitance .) resettlement,,,. Syrians said to have better access to services than Somalis,,,. Cannot afford subsidised health care or transportation fees to access medical services; quality of health care provided by CARITAS in the past was much higher than that provided by JHAS now. ,,,. Positive view on Home Visits ,,". Conduct Home Visits as means of needs assessment, this builds trust with refugees.",,,,". Some do not receive cash assistance, those that do say it is insufficient to cover rent and basic needs. Coping strategies include receiving shelter and food from other members of the Somali community ",,
Syrians,Male and female,"Female youth, Adult women, Male youth, older men, older women, cash beneficiaries’ male. Key informant interview with the head of Wadi Mousa orphans CBO.",Mixed,Mixed,. Restricted freedom of movement (less security since killing of pilot from Karak); females feel safe in Wadi Mousa,. - Dissemination of information from UNHCR to the refugee community about possible changes to procedures related to MOI cards,. Include PoC from Wadi Mousa in Maan CSC activities and awareness sessions.,. Fear of deportation for working illegally among males of all ages (deportation said to be death sentence for Syrian males),. Clear information on access to services and protection from UNHCR and other humanitarian organisations ,. Raise awareness on UNHCR services and refugee/asylum seeker entitlements ,. Child labour and exploitation by employers,,. Raise awareness on child protection complaints mechanisms,. Sexual and physical abuse of children (a child being made to watch pornography on employer's mobile phone; a Syrian boy stabbed by Jordanian child),,. UNHCR to follow up on individual cases of abuse; those responsible for abuse of children must be held accountable and face legal repurcussions - cases should be reported to police immediately and UNHCR to offer psychosocial support to children exposed to abuse; awareness should be raised among refugee community on child protection mechanisms,. Individual cases of severe domestic violence (one woman nearly beaten to death by husband) ,,". UNHCR protection team to follow up on individual cases, psycho social support and appropriate referrals should be made (i.e. to police) ",. Inability to cover rent and basic needs ,,,. Competition for work brings tension with host community especially among men (tourism has gone down which further limits employment opportunities); females have social bonds with host community ,,. Employment opportunities for refugees; activities organised by CSC that promote social cohesion with host community ,,,,. No knowledge of fraud but an interest in knowing how to deal with it if faced with fraud ,,. UNHCR or Legal Aid to raise awareness on how to deal with fraud ,,,,. Older persons find helpline and petitions very ineffective (waste money calling with no results); female and male youth have found helpline and detention line very useful; females would prefer having option of speaking to female staff when placing complaints,. Regular consultations with UNHCR staff in Wadi Mousa,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline; provide females with opportunity to speak with female staff when addressing complaints; conduct regular consulations with PoC in Wadi Mousa,,,,. Adult females wish for employment opportunities; all other groups expressed total hopelessness and lack of short or longterm aspirations; however when probed access to health care appeared to be major immediate need ,. Increase cash assistance and improve health care ,,. Extremely limited access to services in Wadi Mousa and costs for transportation outside Wadi Mousa largely unaffordable,. Establish branch of CAB (Cairo Amman Bank) in Wadi Mousa to ease the access of Syrian vulnerable refugees to withdraw their regular FA; increase presence of JHAS & UNHCR in Wadi Mousa; monitor the CBOs in their distribution and to make sure that Wadi Mousa is included in UNHCR NFIs distributions.,,. Lack of access to medication for chronic diseases a major issue for older persons; access to health care a particularly big burden for those who do not receive FA; persons referred to Al Bashir hospital do often not go as they cannot afford transportation costs and they fear being stopped by police on the way; lack of awareness among some that JHAS can cover their health care if they receive FA (among those who are aware it is seen as highly unjust that access to health care be linked to whether or not FA has been approved),. have JHAS in regular bases in Wadi Mousa to ease the access of vulnerable PoCs to health services.,". Strengthen services provided by JHAS; expand provision of health care services beyond JHAS; have regular presence of JHAS in Wadi mousa so PoCs can afford approaching them without added transportation cost.
",.Perception on Home Visits hinges on whether or not  there is a succesful outcome (i.e. cash asssistance); single females would like to have option of being visited by female staff or have a neighbour present during visit to avoid being alone with a male staff,,". Conduct Home Visits as means of needs assessment, this builds trust with refugees.",,,,". Cash assistance insufficient to cover rent and basic needs, most rely on illegal employment to survice (work in restaurants or construction work) ",,. To provide the Syrian refugee community with awareness in regards of the procedures of issuing work permits.
Syrians,Adolecents ,Male and female,None,None,. Physical and verbal harassment in school and on way to school,. Increase protection fro harassment by police,. Sensitise teachers and police to child protection/human rights principles and specific protection issues facing Syrians,. Early marriage (as a coping mechanism against poverty),. Provide work permits for adults to prevent financial incentive for early marriage ,. Raise awareness on early marriage as child protection issue and UNHCR services ,". Child labour (construction work, supermarkets)",. Provide work permits for adults to deter children from dropping out of school to support families ,. Advocate for work permits and income generating activities ,. Inability to cover rent and basic needs (decrease in value of food voucher a big problem as are expenses for education and health care) ,. Increase cash assistance,. Increase cash assistance,". Fear of deportation for working illegally, this leads to reluctance to go to police if exploited by employers",,. Raise awareness on rights ,,,,. Peaceful co-existence with host community ,,,,,,. Issues of fraud reported at beginning of crisis; arbitrary treatment by CBOs common ,,. Raise awareness on ways of reporting fraud ,,,,". Awareness of complaints handling mechanisms; few find them useful, others find them ineffective. Not common for adolescents to raise complaints on their own as this means side stepping parents authority ",,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,". Refugees in ITSs face challenges such as weather conditions, electricity, water, health care, education, and transportation ",,,. .) employment .) freddom of movement ,,,". PWDs have limited access to services such as special needs utiliities, financial assistance and they have no access on education/special centers for disabilities.",. Provide Special education centers for PWDs,. Dissemination of information on services available to people with disabilities; increase services for PwD,. Inability to pay for subsidised health care and transportation fees to reach medical services ,,. Advocate for reinforcement of old health care policy; expand provision of health care services beyond JHAS;,. Positive view on Home Visits but need for better follow-up ,,". Conduct Home Visits as means of needs assessment, this builds trust with refugees; capacity building for staff who conduct Home Visits (in terms of code of conduct, length of visits etc)",,,,. Cash assistance insufficient to cover rent and basic needs ,,. Increase cash assistance for vulnerable cases
Syrians,"Adult women, Older persons male and female",,None,None,. Restricted freedom of movement esp among men due to lack of MOI cards; movement of women and girls restricted for cultural reasons ,. Expidite issuance of MOI cards ,. Issue may be resolved when verification exercise is completed and all refugees are issued MOI cards ,. Difficulties covering rent ,. Increase cash assistance to be able to cover rent,,". Exploitation by employers (working overtime, below minimum wage)",,,,,,,,,,,,. Peaceful coexistence with host community; some women feel males of host community think they are easy to marry (without cost),,,,,,. Several cases of fraud reported (member of host community took money to facilitate bailout; Syrian refugee took money to bring MOI card to another refugee) ,,.  Raise awareness on ways of reporting fraud ,,,,". Most aware of UNHCR office in Mafraq; UNHCR helpline found to be ineffective (money wasted calling helpine, many call transfers, no results); community issues solved through tribes i.e. teacher hit Syrian student, tribe member from teacher's community solved issue with student's family",,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,". Main issue for persons in ITS believed to be hygiene access, water, electricity",,,". .) Cash assistance for rent .) Increase in value of WFP food voucher
.) Employment opportunities 
.) Reduce bailout costs and costs for MOIs
.) Education for children  
.) Quality health care
.) Return to Syria
",,,". Access to services for PwD is very limited (special needs health care and education), one child with disability receives support from Handicap International ",,. Dissemination of information on services available to people with disabilities; increase services for PwD,.  Inability to pay for subsidised health care. Child birth costs ,,. Advocate for reinforcement of old health care policy; expand provision of health care services beyond JHAS;,. Very positive view on Home Visits. Seen as best way to assess needs.,,,,,,". Most get support from different partners and NGOs and also some other local charity. They mention Care, Certas,  UNHCR and IR.",,
Syrians,Female,Adult ,None,Cash beneficiaries ,. Fear of deportation due to lack of MOI cards and bail outs ,,,. Inability to cover rent and basic needs ,,,. Some youths face restrictions to their freedom of movement ,,,. Child labour (children selling gum in the streets to support their families) ,,,,,,,,,. Peaceful coexistence with host community ,,,,,,. Several cases of fraud reported ,,.  Raise awareness on ways of reporting fraud ,,,,. Awareness on UNHCR complaints handling mechanisms; helpline found to be ineffective (no or slow reply/follow-up); discrimination int terms of how CBOs treat males versus females,,,". Many ITS located in Mafraq. People move seasonally from a place to another. Key challenges relatet to weather, health conditions, schools in remote locations and lackf of entitlement to cash assistance.
",,,. .) cash assistance; .) education; . ) return to Syria ,,,. Handicap International provides services for PwD; some PwD beg in the streets ,,. Dissemination of information on services available to people with disabilities; increase services for PwD,. Inability to pay for subsidised health cares,,,. Positive view on Home Visits,,". Conduct Home Visits as means of needs assessment, this builds trust with refugees; capacity building for staff who conduct Home Visits (in terms of code of conduct, length of visits etc)",. One unaccompanied minor ,,. UNHCR protection unit to interview and assist,". Participants receive cash assistance from ICRC, Care and Caritas",,
Syrians,Male,Adult,None,Cash beneficiaries ,. Restricted movement and fear of deportation or forced relocation to Azraq camp due to lack of MOI cards,,,". Exploitation by employers (working overtime, below minimum wage) ",,,". Child labour and exploitation (children work in supermarkets, coffee shops and barbershops;  hour shifts for - JOD)",,,,,,,,,,,,. Peaceful coexistence with host community ,,,,,,. Several cases of fraud reported i.e. in relation to bail out ,,. Raise awareness on ways of reporting fraud ,,,,". - No issues raising complaints through police, UNHCR, Info line and governor. However, no awareness of ‘complaints box’; not all aware of infoline, some find it ineffective (no or slow reply/follow-up); not all aware of Legal Aid Hotline for deportation related issues; no awareness of hotline numbers for NGOs; Lack of trust in CBOs! ‘There is no law protecting the refugees from the authorities violence. Also, police do not understand refugees law and their rights.’",,,". - Many ITS’ in Mafraq villages (behind the gas station on Zatari camp road and Al-Mansourah village).
- Key challenges: weather, health conditions, fear of being arrested or deported (because ITS establishments are illegal), lack of water and electricity.
- People who live in ITS chose to live in this condition because they cannot cover house rental costs.
",,,". .) Food; .) Education including Higher Education; .) Quality health care
- .) Return to Syria
",,,". Lack of awareness on services for PwD;  decrease in cash assistance and value of WFP food vouchers an issue for all
Reluctance to report GBV incidents to the authorities due to fear of deportation 
",,,. Inability to pay for subsidised health care; poor quality of health care ,,,. Negative view on Home Visits due to poor follow-up ,,,,,,. Decrease in cash assistance; Older persons do not receive cash assitance,,
Syrians,Female,Adult,None,FHH,. Exploitation/sexual harassment by CBO members (CBO officers only offering services to refugees if they agree to go for lunch/coffee with them); marriage proposals to female minors ,,. Raise awareness on refugee rights and referrals for complaints handling mechanisms,. Restricted freedom of movement ,,,. Lack of play areas for children,,. Explore establishment of more play areas for children,. Child labour and sexual harassment against children by employers,,. Identify cases of abuse through CSCs and refer to appropriate authorities for legal action; raise awareness on child protection mechanisms,,,,,,,. Physical and verbal harassment against children by other students in school; discriminatory treatment against children by teachers and school principals ,,. Sensitise teachers and police to child protection/human rights principles and specific protection issues facing Syrians,,,,. Cases of money being requested in return for warranty and contract papers,,. Raise awareness on ways of reporting fraud ,,,,. Lack of awareness on complaints handling mechanisms; lack of trust in CBOs; reluctance to report complaints due to fear of retaliation by harasser,,. Raise awareness on complaints handling mechanisms;  strenthen complaints handling mechanisms; capacity building of staff who deal with helpline/petition mechanism,. Limited access to services due to distant location thereof; insecurity; lack of access to education; child labour; weather conditions.,,,. .) Cash assistance to cover rent and basic needs; .) Education; Employment; .) .) Safe return to Syria,,,. Limited access to services for PwD,,".  Dissemination of information on services available to people with disabilities- children in particular.
Development of educational sessions/ trainings and activities for children with disabilities that  will allow children to learn how to take care of themselves and give mothers to possibility of having some free time for them.",". Change in health care policy has placed an extra burden on families struggling to cover rent and basic needs, they cannot afford subsidised health care; poor access to and quality of health care ",,. Strengthen services provided by JHAS; expand provision of health care services beyond JHAS,. Single females are uncomfortable with Home Visits by male humanitarian staff,,. Provide single females with opportunity to have Home Visits conducted by female staff,,,,,,
